商品编号,所属分类ID,商品名称,规格描述,单价,计量单位,库存数量,商品标签,商品图标,规格选项,属性键值对,商品图片URL
5000204458497,1,AUTAN DOPOPUNTURA ALOE VERA 20ML,12,5.16,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204458497"
5000204093926,1,AUTAN DOPOPUNTURA JUNIOR 25ML,12,4.64,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204093926"
8000560001037,1,AUTAN FAM.CARE VAPO 100ML,12,4.48,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8000560001037"
5000204022360,1,AUTAN FAMILY CARE SPRAY 100ML,24,4.64,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204022360"
8000560010329,1,AUTAN FAMILY CARE SPRAY SECCO 100ML,12,4.48,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8000560010329"
8000560010022,1,AUTAN FAMILY VAPO 100ML,12,5.68,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8000560010022"
5000204513325,1,AUTAN FAMILY VAPO 100ML MULTINSETTO,12,6.95,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204513325"
5000204584257,1,AUTAN FAMILY VAPO JUNIOR 100 ML,12,4.25,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204584257"
5000204584264,1,AUTAN FAMILY VAPO JUNIOR 100ML,12,5.68,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204584264"
5000204647006,1,AUTAN GEL DOPO PUNTURA ML 25,12,4.64,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204647006"
5000204425970,1,AUTAN MAX DEET VAPO 100ML,12,8.34,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204425970"
5000204374537,1,AUTAN PELLE MORBIDA VAPO 100ML,6,6.37,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204374537"
5000204374568,1,AUTAN PELLE SENSIBILE GEL 100ML,6,6.37,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204374568"
5000204692846,1,AUTAN PROTEZIONE ATTIVA VAPO 100ML,24,5.56,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204692846"
8000560010404,1,AUTAN SPORT VAPO 100ML,12,5.71,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8000560010404"
5000204123036,1,AUTAN SPRAY 100 ML FAMILY,24,4.15,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204123036"
5000204616439,1,AUTAN SPRAY 100 ML TROPICAL,12,5.33,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204616439"
5000204647006,1,AUTAN SPRAY 25 ML DOPOPUNTURA,12,4.64,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204647006"
8002030142639,1,AUTAN SPRAY FAMILY CARE 100 ML SECCO,12,3.54,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002030142639"
5000204123036,1,AUTAN SPRAY FAMILY CARE 100 ML X 2 INSETTO REPELLENTE,12,4.15,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204123036"
8002030142639,1,AUTAN SPRAY FAMILY SECCO 100 ML,12,3.54,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002030142639"
5000204543278,1,AUTAN SPRAY GEL JUNIOR ML 100,12,4.54,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204543278"
5000204093926,1,AUTAN SPRAY KIDS 25 ML DOPOPUNTURA JUNIOR,12,4.64,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204093926"
5000204645354,1,AUTAN SPRAY SECCO 100 ML TROPICAL,12,5.33,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204645354"
5000204913118,1,AUTAN SPRAY TROPICAL ML 100,12,5.76,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204913118"
5000204616439,1,AUTAN TROPICAL SPRAY 100ML,12,5.33,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204616439"
5000204022391,1,AUTAN TROPICAL SPRAY 50ML,6,3.45,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204022391"
5000204645354,1,AUTAN TROPICAL SPRAY SECCO 100ML,12,5.33,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204645354"
5000204616408,1,AUTAN TROPICAL VAPO 100ML,12,7.42,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204616408"
5000204123067,1,AUTAN VAPO 100 ML ACTIVE PROTECION PLUS,24,4.88,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204123067"
8002030142592,1,AUTAN VAPO 100 ml MULTINSETTO,12,5.48,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002030142592"
5000204022339,1,AUTAN VAPO 100 ML SPORT INSETTO REPELLENTE,12,5.41,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204022339"
5000204616392,1,AUTAN VAPO 100 ML TROPICAL,12,5.33,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204616392"
5000204616392,1,AUTAN VAPO 100 ML TROPICAL,12,5.33,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204616392"
5000204300079,1,AUTAN VAPO 100 ML ZECCHE E TAFANI,6,5.21,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204300079"
5000204300079,1,AUTAN VAPO 100ML ZECCHE,6,5.21,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204300079"
5000204584257,1,AUTAN VAPO FAMILY CARE KIDS 100 ML JUNIOR,12,4.25,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204584257"
5000204285741,1,AUTAN VAPO KIDS 100 ML INSETTO REPELLENTE PELLI SENSIBILI,12,4.25,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204285741"
8002030142318,1,AUTAN VAPOS FAMILY CARE ML 100,12,4.13,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002030142318"
5000204285741,1,AUTAN VAPOS KIDS ML 100,12,4.25,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/5000204285741"
8002910006792,1,AVA A MANO E2 380GR,16,1.22,PZ,999,,📦,16,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002910006792"
8002910009960,1,AVA BUCATO A MANO POLVERE GR.380,16,1.27,PZ,999,,📦,16,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002910009960"
8002910049997,1,AVA LAVATRICE 36 LAVAGGI PRIMAVERA COLORE,8,2.83,PZ,999,,📦,8,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002910049997"
8002910050085,1,AVA LAVATRICE 36 LAVAGGI TROPICALE CLASSICO,8,2.83,PZ,999,,📦,8,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002910050085"
8002910050085,1,AVA LAVATRICE X 36 LAV. TROPICALE,8,2.83,PZ,999,,📦,8,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002910050085"
8002910050047,1,AVA LIQ. LAV. 26 LAVAGGI COLORE PRIMAVERA,10,2.37,PZ,999,,📦,10,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002910050047"
8002910050061,1,AVA LIQ. LAV. 26 LAVAGGI FRESCHEZZA TROPICALE,10,2.37,PZ,999,,📦,10,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002910050061"
8002910009793,1,AVA PERLA SAP. SOLIDO 250 GR X 2 VERDE,36,1.68,PZ,999,,📦,36,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002910009793"
8002910000356,1,AVA PERLA SAP.VERD.250GRx2PZ,36,1.67,PZ,999,,📦,36,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002910000356"
8002910009793,1,AVA SAPONE PERLA BUCATO X 2 GR.500,36,1.68,PZ,999,,📦,36,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8002910009793"
3574661653464,1,AVEENO BABY BAGNO 250 ML CORPO E CAPELLI,12,3.51,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/3574661653464"
3574661478067,1,AVEENO BABY SALVIETTINE 72PZ,12,2.49,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/3574661478067"
3574661490229,1,AVEENO BAGNO DOCCIA 300 ML IDRATANTE,6,3.49,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/3574661490229"
8057017220206,1,AVENIL ACQUA MICELLARE ML 400,6,2.52,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220206"
8057017220268,1,AVENIL BAGNO DOCCIA ML 400 AVENA E ALOE IDRATANTE,6,2.38,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220268"
8057017220053,1,AVENIL BAGNO DOCCIA ML 400 LATTE E AVENA,6,1.62,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220053"
8057017220305,1,AVENIL CREMA CORPO ML 400 IDRAT. AVENA E ALOE,6,2.84,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220305"
8057017220299,1,AVENIL CREMA CORPO ML 400 NUTR. AVENA E MANDORLE,6,2.84,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220299"
8057017220077,1,AVENIL CREMA FLUIDA CORPO IDRATANTE ML 400,6,2.05,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220077"
8057017220084,1,AVENIL CREMA FLUIDA CORPO NUTRIENTE ML 400,6,2.05,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220084"
8057017220251,1,AVENIL CREMA IGIENIZZANTE IDRATANTE ML 100,12,2.28,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220251"
8057017220138,1,AVENIL CREMA MANI IDRATANTE ML 100,12,1.76,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220138"
8057017220176,1,AVENIL CREMA MANI NUTRIENTE ML 100,12,1.86,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220176"
8057017220107,1,AVENIL CREMA VISO ANTI-ETA' GIORNO ML 50,6,3.69,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220107"
8057017220114,1,AVENIL CREMA VISO ANTI-ETA' NOTTE ML 50,6,3.69,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220114"
8057017220169,1,AVENIL CREMA VISO CONTORNO OCCHI ML 15,6,3.86,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220169"
8057017220121,1,AVENIL CREMA VISO IDRATANTE ML 50,6,3.69,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220121"
8057017220244,1,AVENIL DEO VAPOS ML 75 IRIS,6,2.4,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220244"
8057017220237,1,AVENIL DEO VAPOS ML 75 MELOGRANO,6,2.51,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220237"
8057017220220,1,AVENIL DEO VAPOS ML 75 THE VERDE,6,2.49,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220220"
8057017220213,1,AVENIL DETERGENTE GEL VISO PURIFICANTE ML 150,6,2.46,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220213"
8057017220091,1,AVENIL DETERGENTE LATTE VISO ML 250,6,1.71,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220091"
8057017220022,1,AVENIL IGIENE INTIMA ANTIBATTERICO ML 250,6,1.87,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220022"
8057017220046,1,AVENIL IGIENE INTIMA CLASSICO AVENA ML 250,6,1.57,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220046"
8057017220015,1,AVENIL MASCHERA CAPELLI RISTRUTTURANTE ML 300,6,2.85,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220015"
8057017220329,1,AVENIL SAPONE DI MARS. EROG. ML 500 AVENA E CALEND,6,2.35,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220329"
8057017220312,1,AVENIL SAPONE DI MARS. EROG. ML 500 CLASSICO AVENA,6,2.35,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220312"
8057017220039,1,AVENIL SAPONE LIQUIDO MANI & VISO ML 300,9,1.62,PZ,999,,📦,9,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220039"
8057017220060,1,AVENIL SHAMPOO ML 400 DELICATO LATTE E AVENA,6,1.71,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220060"
8057017220282,1,AVENIL SHAMPOO ML 400 RIEQUILIB. AVENA E MELA,6,2.38,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220282"
8057017220275,1,AVENIL SHAMPOO ML 400 RISTRUTT. AVENA E ARGAN,6,2.38,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220275"
8057017220152,1,AVENIL SIERO VISO ML 30,6,4.23,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220152"
8057017220398,1,AVENIL SUN LATTE SOLARE SPF 20 ML 250 ALOE E COCCO,6,4.89,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220398"
8057017220404,1,AVENIL SUN LATTE SOLARE SPF 30 ML 250 ALOE E COCCO,6,7.46,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220404"
8057017220411,1,AVENIL SUN LATTE SOLARE SPF 50 ML 250 ALOE E COCCO,6,8.47,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220411"
8057017220435,1,AVENIL SUN OLIO ABBR. ML 150 SPF 6 ALOE E COCCO,6,3.59,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220435"
8057017220428,1,AVENIL SUN OLIO SUPERABBR. ML 150 ALOE E COCCO,6,3.47,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8057017220428"
8720182076090,1,AXE DEO SPRAY 150 ML X 2 AFRICA,3,4.35,PZ,999,,📦,3,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8720182076090"
8712561249119,1,AXE DEO SPRAY AFRICA ML 150,6,2.12,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8712561249119"
8712561218108,1,AXE DEO SPRAY APOLLO ML 150,6,2.12,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8712561218108"
8712561249638,1,AXE DEO SPRAY MARINE ML 150,6,2.12,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8712561249638"
6001087364621,1,AXE DEOD. SPRAY 150ML APOLLO,6,2.32,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/6001087364621"
8720181131059,1,AXE DEODORANTE 150ML AFRICA,6,2.55,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8720181131059"
8720181114557,1,AXE DEODORANTE 150ML MUSK,6,2.55,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8720181114557"
8006540952467,1,AZ 50ML 3DW BIANCO SPLENDENTE,24,1.7,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540952467"
8006540952641,1,AZ 50ML 3DW EXPRESS BIANCO FRESH,24,1.7,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540952641"
8006540952511,1,AZ 50ML 3DW EXPRESS BIANCO GLOSSY,24,1.7,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540952511"
8006540952719,1,AZ 50ML 3DW ILLUMIN PERFEZIONE,24,1.7,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540952719"
8006540363614,1,AZ COMPLETE 65 ML EXTRA FRESCHEZZA,24,0.82,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540363614"
8006540288948,1,AZ DENT 3D WHITE 65 ML WHITE & COOL,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540288948"
8006540367575,1,AZ DENT COMPLETE 65 ML EXTRA WHITE,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540367575"
8006540367377,1,AZ DENT COMPLETE 65 ML PROTEZIONE E PULIZIA,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540367377"
8006540363775,1,AZ DENT MULTI PROTEZIONE 85 ML CARIE GEL,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540363775"
8006540945018,1,AZ DENT MULTI PROTEZIONE 85 ML PROT. FAMIGLIA,24,0.82,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540945018"
8006540945421,1,AZ DENT MULTI PROTEZIONE 85 ML TARTAR CONTROL + WHITENING MENTA FRESCA,24,0.82,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540945421"
8006540952740,1,AZ DENT. 50 ML 3D WHITE CARBONE ILLUMINATE,24,1.7,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540952740"
8006540289198,1,AZ DENT. 65 ML 3D ULTRA WHITE,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540289198"
8006540288948,1,AZ DENT. 65 ML 3D WHITE & COOL,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540288948"
8006540289037,1,AZ DENT. 65 ML 3D WHITE CARBONE,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540289037"
8006540367377,1,AZ DENT. 65 ML COMPLETE  PROTEZIONE E PULIZIA,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540367377"
8006540367575,1,AZ DENT. 65 ML COMPLETE EXTRA WHITE,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540367575"
8006540367490,1,AZ DENT. 65 ML COMPLETE FRESCHEZZA DELICATA,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540367490"
8006540367537,1,AZ DENT. 65 ML COMPLETE FRESCHEZZA INTENSA,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540367537"
8001090878311,1,AZ DENT. 75 ML ULTRA WHITE 3D,24,0.94,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8001090878311"
8006540363775,1,AZ DENT. 85 ML CARIE GEL,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540363775"
8006540945018,1,AZ DENT. 85 ML FAMIGLIA,24,0.82,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540945018"
8006540945421,1,AZ DENT. 85 ML TARTAR CONTROL,24,0.82,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540945421"
8006540364055,1,AZ DENT.75+10ML TARTAR CONTROL,24,0.95,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540364055"
8006540363898,1,AZ DENT.PROT.FAMIGL.75+10ML,24,0.81,PZ,999,,📦,24,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8006540363898"
8700216614979,1,AZ TRIPACCO 65ML 3DW ULTRAWHITE,8,2.51,PZ,999,,📦,8,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8700216614979"
8001090719522,1,AZ TRIPACCO 65ML COMPLETE FRESCHEZZA DELICATA,8,2.51,PZ,999,,📦,8,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8001090719522"
8700216615037,1,AZ TRIPACCO 65ML COMPLETE PROTEZIONE&PULIZIA,8,2.51,PZ,999,,📦,8,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8700216615037"
8050040240029,1,BABY FRESH SALVIETTINE X 200 RICARICA POP-UP,8,1.55,PZ,999,,📦,8,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8050040240029"
8720665000161,1,BADEDAS DOCCIA 600ML 2IN1 FRESH,4,1.9,PZ,999,,📦,4,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8720665000161"
8720665000154,1,BADEDAS DOCCIA 600ML NOIR,4,1.9,PZ,999,,📦,4,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8720665000154"
8720665000185,1,BADEDAS DOCCIA 600ML PASSION,4,1.93,PZ,999,,📦,4,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8720665000185"
8720665000178,1,BADEDAS DOCCIA 600ML SPORT,4,1.77,PZ,999,,📦,4,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8720665000178"
8720665000147,1,BADEDAS DOCCIA 600ML WILD FOREST,4,1.93,PZ,999,,📦,4,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8720665000147"
8059602246769,1,BAGNO AURALIS 600ML ARGAN,12,0.88,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8059602246769"
8059602246776,1,BAGNO AURALIS 600ML LATTE COCCO,12,0.88,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8059602246776"
8059602246738,1,BAGNO AURALIS 600ML LATTE MANDORLA,12,0.88,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8059602246738"
8059602246745,1,BAGNO AURALIS 600ML MELOGRANO&LIME,12,0.88,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8059602246745"
8059602246752,1,BAGNO AURALIS 600ML MUSCHIO,12,0.88,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8059602246752"
8059602246721,1,BAGNO AURALIS 600ML NEUTRO,12,0.88,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8059602246721"
8005139333397,1,BAGNO BLUMA 1LT C/EROG IRIS BLU,12,1.71,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8005139333397"
8005139333380,1,BAGNO BLUMA 1LT C/EROG IRIS VIOLA,12,1.71,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8005139333380"
8720181493348,1,BAGNO DOVE 450 FRESCA SENSAZIONE,12,2.09,PZ,999,,📦,12,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8720181493348"
8008423201532,1,BAGNO FIORILE 1000 ML ALOE,6,1.34,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8008423201532"
8008423700400,1,BAGNO FIORILE 1000 ML ARGAN,6,1.34,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8008423700400"
8008423201525,1,BAGNO FIORILE 1000 ML COCCO,6,1.34,PZ,999,,📦,6,,"https://res.cloudinary.com/dzcy6twle/image/upload/q_auto,f_auto/products/8008423201525"
