商品编号,所属分类ID,商品名称,规格描述,单价,计量单位,库存数量,商品标签,商品图标,规格选项,属性键值对,商品图片URL
8001480719408,0,ACE CANDEGG. LT. 3 CLASSICA,6,1.65,PZ,999,188,📦,6,,
8015194523015,0,CHANTECL. SGRAS 600 RIC BICARBONATO,12,1.52,PZ,999,25325,📦,12,,
8015194523022,0,CHANTECL. SGRAS 600 RIC DISINFETTAN,12,1.52,PZ,999,23205,📦,12,,
8015194522995,0,CHANTECL. SGRAS 600 RIC LAVANDA,12,1.52,PZ,999,21837,📦,12,,
8015194523008,0,CHANTECL. SGRAS 600 RIC LIMONE,12,1.52,PZ,999,21838,📦,12,,
8015194522988,0,CHANTECL. SGRAS 600 RIC MARSIGLIA,12,1.52,PZ,999,21836,📦,12,,
8059602246622,0,SWEETHOME LAV LIQ 3PZX40L BLU MARIN,3,7.32,PZ,999,26672,📦,3,,
8059602244208,0,SWEETHOME LAV LIQ 3PZX40L FIORITO,1,7.32,PZ,999,24270,📦,1,,
8059602244260,0,SWEETHOME LAV LIQ 3PZX40L FR/COTONE,1,7.32,PZ,999,24271,📦,1,,
8059602244239,0,SWEETHOME LAV LIQ 3PZX40L MUSCHIO,1,7.32,PZ,999,24272,📦,1,,
8059602244215,0,SWEETHOME LAV LIQ 3PZX40L OCEANO,1,7.32,PZ,999,24273,📦,1,,
8059602244246,0,SWEETHOME LAV LIQ 3PZX40L PURO BUCA,1,7.32,PZ,999,24274,📦,1,,
8059602244253,0,SWEETHOME LAV LIQ 3PZX40L SETA,1,7.32,PZ,999,24275,📦,1,,
8059602244222,0,SWEETHOME LAV LIQ 3PZX40L TALCO,1,7.32,PZ,999,24276,📦,1,,
3574660067682,0,ASS. CAREFREE X 40+4 CLASS.,24,1.49,PZ,999,4082,📦,24,,
8017331098431,0,BAGNO BIONSEN 550 PROTETTIVO,12,1.46,PZ,999,24558,📦,12,,
8017331098455,0,BAGNO BIONSEN 550 RIVITALIZZANTE,12,1.46,PZ,999,26113,📦,12,,
8017331098479,0,BAGNO BIONSEN 550 MINERALIZZANTE,12,1.46,PZ,999,26112,📦,12,,
8015100579037,0,DIXAN LIQ. 42LAV CLASSICO,4,6.1,PZ,999,27870,📦,4,,
8015100579020,0,DIXAN LIQ. 42LAV COLOR,4,6.1,PZ,999,27871,📦,4,,
8002910060107,0,FINISH POWER GEL LIQ 600 A/ODORE,7,2.81,PZ,999,22263,📦,7,,
8002910060183,0,FINISH POWER GEL LIQ 600 BRILL IGIE,7,2.81,PZ,999,22262,📦,7,,
8002910060220,0,FINISH POWER GEL LIQ 600 FRESH REGO,7,2.81,PZ,999,22261,📦,7,,
8002910060244,0,FINISH POWER GEL LIQ 600 LEMON,7,2.81,PZ,999,22260,📦,7,,
8000280030744,0,S/BRITE STROF+SPUGNA X 3,40,0.63,PZ,999,10628,📦,40,,
3134373600028,0,S/BRITE STROFINETTO VERDE X 3,36,0.63,PZ,999,688,📦,36,,
8015100577583,0,DIXAN FUSTONE 84 MISURINI,1,12.81,PZ,999,23932,📦,1,,
8056093550467,0,IGIENICA TIFFANY 12R 3VELI,3,2.44,PZ,999,21097,📦,3,,
8003650000774,0,SMAC BAGNO 850 ML,12,0.98,PZ,999,12450,📦,12,,
8003650000798,0,SMAC GEL C/CANDEGGINA 850ML,12,0.98,PZ,999,12337,📦,12,,
8388776979914,0,DEO DUE AMM CONC 1LT 50L BIANCOLATT,6,4.27,PZ,999,27733,📦,6,,
8388776979877,0,DEO DUE AMM CONC 1LT 50L DREAM,6,4.27,PZ,999,27731,📦,6,,
8388776979860,0,DEO DUE AMM CONC 1LT 50L LOVE,6,4.27,PZ,999,27729,📦,6,,
8388776979884,0,DEO DUE AMM CONC 1LT 50L NATURE,6,4.27,PZ,999,27732,📦,6,,
8388776979891,0,DEO DUE AMM CONC 1LT 50L SKY,6,4.27,PZ,999,27730,📦,6,,
0810170060083,0,FISSAN SALVIETTE X 70 2PZ DELICATE,6,1.83,PZ,999,27897,📦,6,,
8001280070709,0,MONAMOUR AMMORB LT3 60LAV BLU,4,2.68,PZ,999,22450,📦,4,,
8001280070723,0,MONAMOUR AMMORB LT3 60LAV IGIENE AT,4,2.68,PZ,999,22452,📦,4,,
8001280070747,0,MONAMOUR AMMORB LT3 60LAV NINFEA,4,2.68,PZ,999,22670,📦,4,,
8001280070716,0,MONAMOUR AMMORB LT3 60LAV ORO,4,2.68,PZ,999,22451,📦,4,,
4006000086682,0,NIVEA FLUIDA 250 ALOE,12,3.05,PZ,999,26590,📦,12,,
4006000086620,0,NIVEA FLUIDA 250 IDRATANTE,12,3.05,PZ,999,26588,📦,12,,
4006000086644,0,NIVEA FLUIDA 250 NUTRIENTE,12,3.05,PZ,999,26589,📦,12,,
5029053582665,0,PANN. HUGGIES UNI 6 XLARGE x 12,6,2.2,PZ,999,2011,📦,6,,
5029053582658,0,PANN. HUGGIES UNI 5 JUNIOR X 14,6,2.2,PZ,999,24598,📦,6,,
5029053582641,0,PANN. HUGGIES UNI 4 MAXI X 16,8,2.2,PZ,999,24764,📦,8,,
5029053582634,0,PANN. HUGGIES UNI 3 MIDI x 18,4,2.2,PZ,999,2012,📦,4,,
3086123493056,0,R&G BIC LADY TWIN X 6,20,0.98,PZ,999,17745,📦,20,,
8001280062124,0,SAP. LIQ. FELCE 500 ECORIC A/BATT,12,1.22,PZ,999,22310,📦,12,,
8001280062117,0,SAP. LIQ. FELCE 500 ECORIC CLASSICO,12,1.22,PZ,999,22309,📦,12,,
8718951597648,0,SAPONE PALMOLIVE X 3+1 LATTE&MIELE,18,1.71,PZ,999,24707,📦,18,,
8718951738966,0,SAPONE PALMOLIVE X 3+1 MANDORLA,18,1.71,PZ,999,24708,📦,18,,
8718951597693,0,SAPONE PALMOLIVE X 3+1 ORCHIDEA,18,1.71,PZ,999,24709,📦,18,,
8718951739024,0,SAPONE PALMOLIVE X 3+1 VERDE,18,1.71,PZ,999,24706,📦,18,,
3045206158077,0,SUPERIRIDE COLOR TESS BLU,6,2.44,PZ,999,21064,📦,6,,
3045206158695,0,SUPERIRIDE COLOR TESS GRIGIO,6,2.44,PZ,999,21068,📦,6,,
3045206158251,0,SUPERIRIDE COLOR TESS JENS,6,2.44,PZ,999,21065,📦,6,,
3045206158107,0,SUPERIRIDE COLOR TESS MARRONE,6,2.44,PZ,999,21066,📦,6,,
3045206158138,0,SUPERIRIDE COLOR TESS NERO,6,2.44,PZ,999,21063,📦,6,,
3045202123048,0,SUPERIRIDE COLOR TESS RAVV/BIANCO,6,2.44,PZ,999,21070,📦,6,,
3045200640134,0,SUPERIRIDE COLOR TESS RAVV/NERO,6,2.44,PZ,999,21069,📦,6,,
3045206158039,0,SUPERIRIDE COLOR TESS ROSSO,6,2.44,PZ,999,21067,📦,6,,
8720181817496,0,SVELTO PIATTI CONC 650 TIT AGRUMI,12,1.46,PZ,999,28016,📦,12,,
8720181817465,0,SVELTO PIATTI CONC 650 TIT FR/LIME,12,1.46,PZ,999,28018,📦,12,,
8720181817458,0,SVELTO PIATTI CONC 650 TIT LIMONE,12,1.46,PZ,999,28015,📦,12,,
8720181817472,0,SVELTO PIATTI CONC 650 TIT PESCO,12,1.46,PZ,999,28017,📦,12,,
8720181817489,0,SVELTO PIATTI CONC 650 TIT THEVERDE,12,1.46,PZ,999,28019,📦,12,,
8002140139109,0,DENT. CAPITANO 100 ML A/TART.,12,0.73,PZ,999,3066,📦,12,,
8002140632204,0,DENT. CAPITANO 100 ML CARBONE,12,0.73,PZ,999,19632,📦,12,,
8002140197000,0,DENT. CAPITANO 100 ML B/SODA,12,0.73,PZ,999,17831,📦,12,,
8002140139000,0,DENT. CAPITANO 100 ML FRESCO,12,0.73,PZ,999,53,📦,12,,
8002140013621,0,SPAZZ. CAPITANO FAMILY MEDIO,24,0.37,PZ,999,9112,📦,24,,
8002140344336,0,SPAZZ. CAPITANO FAMILY DURO,24,0.37,PZ,999,9113,📦,24,,
8032891743171,0,UTM KIT CATTURAPOLVERE PAV +4 RIC,15,2.54,PZ,999,27937,📦,15,,
8032891743164,0,UTM CATTURAPOLVERE RICARICA X 14,24,1.19,PZ,999,27938,📦,24,,
8001480715431,0,ACE CANDEGGINA MAXI TABS X 14,10,2.56,PZ,999,27059,📦,10,,
8001480709126,0,ACE CANDEGG. LT. 1 ARMONIA PIUDENSO,12,1.83,PZ,999,21777,📦,12,,
8001480709089,0,ACE CANDEGG. LT. 1 FRESCO PIUDENSO,12,1.83,PZ,999,21776,📦,12,,
8001480719309,0,ACE CANDEGG. LT. 1 CLASSICA,18,1.34,PZ,999,187,📦,18,,
8001480719316,0,ACE CANDEGG. LT. 1 PROFUMATA,18,1.59,PZ,999,114,📦,18,,
8001480709133,0,"ACE CANDEGG. LT. 2,5 ARM. FLOREALE",6,2.38,PZ,999,21640,📦,6,,
8001480709102,0,"ACE CANDEGG. LT. 2,5 FRESCO PROFUMO",6,2.38,PZ,999,21641,📦,6,,
8001480719422,0,ACE CANDEGG. LT. 3 PROFUMATA,6,2.93,PZ,999,6443,📦,6,,
8001480719347,0,ACE CANDEGG. LT. 5 CLASSICA,2,2.81,PZ,999,490,📦,2,,
8001480723016,0,ACE LIQ. LAVATRICE 80LAV. CLASSICO,4,7.32,PZ,999,26851,📦,4,,
8001480723023,0,ACE LIQ. LAVATRICE 80LAV. COLOR,4,7.32,PZ,999,26852,📦,4,,
8004630911288,0,ARIASANA COMPLETO+RICARICA,6,6.54,PZ,999,4821,📦,6,,
4015000437592,0,ARIASANA RICARICA AERO FIORI DI CA,12,3.51,PZ,999,16343,📦,12,,
4015000437707,0,ARIASANA RICARICA AERO LAVANDA,12,3.51,PZ,999,14889,📦,12,,
8001480408494,0,ASS. LINES SETAULTRA X  7+1 EXTRA,16,1.28,PZ,999,23027,📦,16,,
8001480408449,0,ASS. LINES SETAULTRA X  8 NOTTE,24,1.28,PZ,999,23801,📦,24,,
8001480408333,0,ASS. LINES SETAULTRA X  9 LUNGO ALI,24,1.28,PZ,999,23798,📦,24,,
8001480408265,0,ASS. LINES SETAULTRA X 10 ALI,24,1.28,PZ,999,23796,📦,24,,
8001480408401,0,ASS. LINES SETAULTRA X 12 ANATOMICO,24,1.28,PZ,999,23800,📦,24,,
8001480408319,0,ASS. LINES SETAULTRA X 12 LADY ALI,12,1.28,PZ,999,23797,📦,12,,
8001480408388,0,ASS. LINES SETAULTRA X 14 LEGGERO,16,1.28,PZ,999,23799,📦,16,,
8001480408456,0,ASS. LINES SETAULTRA X 16 NOTTE,12,2.3,PZ,999,19130,📦,12,,
8001480408340,0,ASS. LINES SETAULTRA X 18 LUNGO,12,2.3,PZ,999,19129,📦,12,,
8001480408487,0,ASS. LINES SETAULTRA X 20 ALI,12,2.3,PZ,999,19122,📦,12,,
8001480408418,0,ASS. LINES SETAULTRA X 24 ANATOMICO,12,2.3,PZ,999,19123,📦,12,,
8002410044836,0,BAGNO BOROTALCO 450ML RILASSANTE,12,1.95,PZ,999,22251,📦,12,,
8002410044843,0,BAGNO BOROTALCO 450ML RINFRESCANTE,12,1.95,PZ,999,22252,📦,12,,
8002410044850,0,BAGNO BOROTALCO 450ML IDRATANTE,12,1.95,PZ,999,22253,📦,12,,
8002410044874,0,BAGNO BOROTALCO 450ML RIGENERANTE,12,1.95,PZ,999,22255,📦,12,,
8002410044867,0,BAGNO BOROTALCO 450ML RIVITALIZZANT,12,1.95,PZ,999,22254,📦,12,,
8002410044881,0,BAGNO BOROTALCO 450ML RIEQUILIBRANT,12,1.95,PZ,999,22256,📦,12,,
8002410044898,0,BAGNO BOROTALCO 450ML SETIFICANTE,12,1.95,PZ,999,22257,📦,12,,
8001280068034,0,BAGNO FELCE 650 ARGAN,12,2.01,PZ,999,17107,📦,12,,
8001280068003,0,BAGNO FELCE 650 CLASSICO,12,2.01,PZ,999,17104,📦,12,,
8001280068096,0,BAGNO FELCE 650 COCCO E BAMBU,12,2.01,PZ,999,19030,📦,12,,
8001280068102,0,BAGNO FELCE 650 EBANO E VANIGLIA,12,2.01,PZ,999,19029,📦,12,,
8001280068041,0,BAGNO FELCE 650 FIORI DI LUNA,12,2.01,PZ,999,17108,📦,12,,
8001280068010,0,BAGNO FELCE 650 FRESCO,12,2.01,PZ,999,17105,📦,12,,
8001280068072,0,BAGNO FELCE 650 IBISCO E PEPE ROSA,12,2.01,PZ,999,18049,📦,12,,
8001280068065,0,BAGNO FELCE 650 MANDORLA&THE BIANCO,12,2.01,PZ,999,17110,📦,12,,
8001280068058,0,BAGNO FELCE 650 MUSCHIO,12,2.01,PZ,999,17109,📦,12,,
8001280068027,0,BAGNO FELCE 650 NARCISO,12,2.01,PZ,999,17106,📦,12,,
8001280068089,0,BAGNO FELCE 650 ORCHIDEA NERA,12,2.01,PZ,999,19028,📦,12,,
8001280068119,0,BAGNO FELCE 650 SALI MARINI,12,2.01,PZ,999,19031,📦,12,,
8886467075803,0,BAGNO LUX 500 ML GELSOMINO,12,1.54,PZ,999,25264,📦,12,,
8886467075797,0,BAGNO LUX 500 ML ORCHIDEA,12,1.54,PZ,999,25263,📦,12,,
8886467075780,0,BAGNO LUX 500 ML PEONIA,12,1.54,PZ,999,25262,📦,12,,
8886467075810,0,BAGNO LUX 500 ML ROSA,12,1.54,PZ,999,25261,📦,12,,
8004120906510,0,BAGNO MIL MIL 2000 ML ARGAN,6,2.1,PZ,999,15594,📦,6,,
8004120020308,0,BAGNO MIL MIL 2000 ML LATTE,6,2.1,PZ,999,1739,📦,6,,
8004120020421,0,BAGNO MIL MIL 2000 ML MORE&MUS,6,2.1,PZ,999,5513,📦,6,,
8004120020414,0,BAGNO MIL MIL 2000 ML MUSKIO B,6,2.1,PZ,999,1737,📦,6,,
8004120020636,0,BAGNO MILMIL 2LT RIC ARGAN OIL,8,2.1,PZ,999,13316,📦,8,,
8004120909900,0,BAGNO MILMIL 2LT RIC COCCO,8,2.1,PZ,999,24437,📦,8,,
4005900648181,0,BAGNO NIVEA 750 ML ALOE,12,2.68,PZ,999,26033,📦,12,,
4006000095752,0,BAGNO NIVEA 750 ML CREMECARE,12,2.68,PZ,999,26031,📦,12,,
4006000095738,0,BAGNO NIVEA 750 ML CREMESMOOTH,12,2.68,PZ,999,26032,📦,12,,
4006000095776,0,BAGNO NIVEA 750 ML CREMESOFT,12,2.68,PZ,999,26030,📦,12,,
8004395133222,0,BAGNO KALODERMA 500 ARGAN,6,1.59,PZ,999,23275,📦,6,,
8004395133208,0,BAGNO KALODERMA 500 KARITE NUTRIENT,6,1.59,PZ,999,23274,📦,6,,
8005283014791,0,BILBA CERA CAPELLI 100 ML LINO&CRIS,12,2.07,PZ,999,9006,📦,12,,
8002410022469,0,BILBA CREMAGEL SEMI DI LINO 100ML,12,2.07,PZ,999,18045,📦,12,,
8002410021691,0,BILBA GEL SEMI DI LINO E/F 150ML,12,2.07,PZ,999,14633,📦,12,,
8002410021660,0,BILBA LACCA GERME DI GRANO 250ML,12,2.07,PZ,999,14634,📦,12,,
8002410021653,0,BILBA LACCA SEMI DI LINO 250ML,12,2.07,PZ,999,14631,📦,12,,
8002410021677,0,BILBA SPUMA SEMI DI LINO 200ML,12,2.07,PZ,999,14632,📦,12,,
8002410021684,0,BILBA SPUMA 200ML RICCI,12,2.07,PZ,999,14635,📦,12,,
8002910063405,0,CALGON 4IN1 GEL LIQ 750 CLASSICO,12,3.9,PZ,999,24516,📦,12,,
8002910063597,0,CALGON 4IN1 GEL LIQ 750 IGIENE PMC,12,3.9,PZ,999,25735,📦,12,,
8002910063931,0,CALGON 4IN1 TABS X 15,14,3.9,PZ,999,24517,📦,14,,
8002910064433,0,CALGON 4IN1 E2 900 GR.,14,3.9,PZ,999,24515,📦,14,,
8720181859403,0,COCCOLINO CONC 1827ML 87L BLU,6,3.86,PZ,999,28020,📦,6,,
8720181859434,0,COCCOLINO CONC 1827ML 87L CAMPANULA,6,3.86,PZ,999,28024,📦,6,,
8720181859397,0,COCCOLINO CONC 1827ML 87L DEL&SOFF,6,3.86,PZ,999,28021,📦,6,,
8720181859427,0,COCCOLINO CONC 1827ML 87L LAVANDA,6,3.86,PZ,999,28022,📦,6,,
8720181859458,0,COCCOLINO CONC 1827ML 87L ORCHIDEA,6,3.86,PZ,999,28026,📦,6,,
8720181859472,0,COCCOLINO CONC 1827ML 87L PEONIA,6,3.86,PZ,999,28027,📦,6,,
8720181859465,0,COCCOLINO CONC 1827ML 87L SANDALO,6,3.86,PZ,999,28028,📦,6,,
8720181859410,0,COCCOLINO CONC 1827ML 87L SETA,6,3.86,PZ,999,28023,📦,6,,
8720181859441,0,COCCOLINO CONC 1827ML 87L TIARE,6,3.86,PZ,999,28025,📦,6,,
8015100571963,0,COLORERIA ITAL BLU JEANS,6,5.11,PZ,999,27350,📦,6,,
8015100571932,0,COLORERIA ITAL BLU MARE,6,5.11,PZ,999,19084,📦,6,,
8015100571390,0,COLORERIA ITAL BLU NOTTE,6,5.11,PZ,999,19080,📦,6,,
8015100571888,0,COLORERIA ITAL GRIGIO ANTICO,6,5.11,PZ,999,19081,📦,6,,
8015100571987,0,COLORERIA ITAL MARRONE CIOCCOLATO,6,5.11,PZ,999,19087,📦,6,,
8015100579419,0,COLORERIA ITAL MARRONE TERRACOTTA,6,5.11,PZ,999,27351,📦,6,,
8015100571406,0,COLORERIA ITAL NERO,6,5.11,PZ,999,19079,📦,6,,
8015100571925,0,COLORERIA ITAL ROSSO TULIPANO,6,5.11,PZ,999,19083,📦,6,,
8002410038750,0,ACQUA DI ROSE A/RUGHE 50 ILLUMINANT,6,9.64,PZ,999,25249,📦,6,,
8002410038736,0,ACQUA DI ROSE A/RUGHE 50 LENITIVA,6,9.64,PZ,999,25247,📦,6,,
8002410038828,0,ACQUA DI ROSE A/RUGHE 50 LEVIGANTE1,6,9.64,PZ,999,25246,📦,6,,
8002410038767,0,ACQUA DI ROSE A/RUGHE 50 RIGENERANT,6,9.64,PZ,999,25248,📦,6,,
8002410037913,0,ACQUA DI ROSE ACQUA MIC 200 BIFASE,12,4.27,PZ,999,25238,📦,12,,
8002410037944,0,ACQUA DI ROSE ACQUA MIC 200 LENITIV,12,4.27,PZ,999,25237,📦,12,,
8002410037920,0,ACQUA DI ROSE ACQUA MIC 200 PURIFIC,12,4.27,PZ,999,25236,📦,12,,
8002410037937,0,ACQUA DI ROSE ACQUA MIC 200 RINFRES,12,4.27,PZ,999,25235,📦,12,,
8002410037951,0,ACQUA DI ROSE GEL ESFOL PURIF 150ML,6,4.27,PZ,999,25239,📦,6,,
8002410037883,0,ACQUA DI ROSE GEL LAVAVISO PURIF200,6,4.27,PZ,999,25240,📦,6,,
8002410037890,0,ACQUA DI ROSE GEL LAVAVISO ILLUM200,6,4.27,PZ,999,25241,📦,6,,
8002410038729,0,ACQUA DI ROSE IDRATANTE 50 LENITIVA,6,7.2,PZ,999,25250,📦,6,,
8002410039610,0,ACQUA DI ROSE IDRATANTE 50 PURIFIC,6,7.2,PZ,999,26782,📦,6,,
8002410038842,0,ACQUA DI ROSE IDRATANTE 50 RINFRESC,6,7.2,PZ,999,25251,📦,6,,
8002410037906,0,ACQUA DI ROSE LATTE DET LENIT 200ML,6,4.27,PZ,999,25242,📦,6,,
8002410037838,0,ACQUA DI ROSE SALVIETTE X20 ILLUMIN,6,2.68,PZ,999,25244,📦,6,,
8002410037821,0,ACQUA DI ROSE SALVIETTE X20 LENITIV,6,2.68,PZ,999,25243,📦,6,,
8002410037845,0,ACQUA DI ROSE SALVIETTE X20 RINFRES,6,2.68,PZ,999,25245,📦,6,,
8002410038811,0,ACQUA DI ROSE TONICO 300 ML,12,2.81,PZ,999,25234,📦,12,,
8004395133703,0,KALODERMA  75 MANI BURRO,6,1.65,PZ,999,3725,📦,6,,
8004395133710,0,KALODERMA 100 MANI GELE,6,1.65,PZ,999,160,📦,6,,
8004395133420,0,KALODERMA 300 BURRO CORPO ARGAN,6,3.7,PZ,999,13349,📦,6,,
8004395133406,0,KALODERMA 300 BURRO CORPO KARITE,6,3.7,PZ,999,183,📦,6,,
8004395133314,0,KALODERMA FLUIDA CORPO 400 ALOE GEL,6,2.38,PZ,999,22861,📦,6,,
8004395133321,0,KALODERMA FLUIDA CORPO 400 ARGAN,6,2.38,PZ,999,13125,📦,6,,
8004395133307,0,KALODERMA FLUIDA CORPO 400 NUTR,6,2.38,PZ,999,9722,📦,6,,
8717163667606,0,DENT. MENTADENT 100 FAM IG.QUOTIDIA,24,1.13,PZ,999,18647,📦,24,,
8720181501395,0,DENT. MENTADENT 75 KIDS SUPMAR 0-6A,12,1.93,PZ,999,25992,📦,12,,
8720181501401,0,DENT. MENTADENT 75 JUN SUPMAR 6-13A,12,1.93,PZ,999,25993,📦,12,,
8720181547768,0,DENT. MENTADENT 75 PROF WHITE,24,2.16,PZ,999,26587,📦,24,,
8720181311147,0,DENT. MENTADENT 75 W/NOW CLASSIC,24,2.16,PZ,999,7403,📦,24,,
8720181311185,0,DENT. MENTADENT 75 W/NOW REVITALIZE,24,2.16,PZ,999,23709,📦,24,,
8720181311161,0,DENT. MENTADENT 75 W/NOW A/MACCHIA,24,2.16,PZ,999,23708,📦,24,,
8000630735350,0,DENT. MENTADENT 75+25 WHITESYSTEM,24,1.42,PZ,999,19771,📦,24,,
8002410100136,0,DEO SALV BOROTALCO X 12 ORIGINAL,10,2.21,PZ,999,28098,📦,10,,
8002410100143,0,DEO SALV BOROTALCO X 12 SETA,10,2.21,PZ,999,28099,📦,10,,
80895244,0,DEO BOROTALCO ROLL-ON ACT ARANCIO,6,2.61,PZ,999,19868,📦,6,,
80876441,0,DEO BOROTALCO ROLL-ON ACT BLU,6,2.61,PZ,999,17740,📦,6,,
80972952,0,DEO BOROTALCO ROLL-ON ACT GIALLO,6,2.61,PZ,999,17739,📦,6,,
80886747,0,DEO BOROTALCO ROLL-ON AZZURRO INVIS,6,2.61,PZ,999,23761,📦,6,,
80816683,0,DEO BOROTALCO ROLL-ON FRESCO AZZURR,6,2.61,PZ,999,23759,📦,6,,
80903871,0,DEO BOROTALCO ROLL-ON GRIGIO INVIS,6,2.61,PZ,999,23760,📦,6,,
80895275,0,DEO BOROTALCO ROLL-ON INTENSIVO,6,2.61,PZ,999,23758,📦,6,,
80895299,0,DEO BOROTALCO ROLL-ON MEN AMBRATO,6,2.61,PZ,999,23775,📦,6,,
80838630,0,DEO BOROTALCO ROLL-ON MEN ASCIUTTO,6,2.61,PZ,999,23776,📦,6,,
80993438,0,DEO BOROTALCO ROLL-ON MEN INVISB DR,6,2.61,PZ,999,23777,📦,6,,
80945338,0,DEO BOROTALCO ROLL-ON ORIGINALE,6,2.61,PZ,999,23757,📦,6,,
80924500,0,DEO BOROTALCO ROLL-ON ROSA INVISIB,6,2.61,PZ,999,23762,📦,6,,
80838692,0,DEO BOROTALCO ROLL-ON SETA,6,2.61,PZ,999,24144,📦,6,,
80784289,0,DEO BOROTALCO ROLL-ON VERDE INVIS,6,2.61,PZ,999,23763,📦,6,,
8002410045659,0,DEO BOROTALCO SPRAY ACTIVE ARANCIO,12,2.61,PZ,999,24940,📦,12,,
8002410045642,0,DEO BOROTALCO SPRAY ACTIVE BLU,12,2.61,PZ,999,17738,📦,12,,
8002410045635,0,DEO BOROTALCO SPRAY ACTIVE GIALLO,12,2.61,PZ,999,17737,📦,12,,
8002410045673,0,DEO BOROTALCO SPRAY AZZURRO INVIS,12,2.61,PZ,999,23770,📦,12,,
8002410046519,0,DEO BOROTALCO SPRAY CRISTALLI MARIN,12,2.61,PZ,999,26957,📦,12,,
8002410046533,0,DEO BOROTALCO SPRAY FIORI ACQ VIOLA,12,2.61,PZ,999,26958,📦,12,,
8002410045703,0,DEO BOROTALCO SPRAY FRESCO AZZURRO,12,2.61,PZ,999,23766,📦,12,,
8002410045628,0,DEO BOROTALCO SPRAY GRIGIO INVISIB,12,2.61,PZ,999,23768,📦,12,,
8002410045604,0,DEO BOROTALCO SPRAY INTENSIVO,12,2.61,PZ,999,23765,📦,12,,
8002410045574,0,DEO BOROTALCO SPRAY MEN AMBRATO,12,2.61,PZ,999,23778,📦,12,,
8002410045581,0,DEO BOROTALCO SPRAY MEN ASCIUTTO,12,2.61,PZ,999,23779,📦,12,,
8002410046526,0,DEO BOROTALCO SPRAY MEN FRESCO,12,2.61,PZ,999,26956,📦,12,,
8002410045567,0,DEO BOROTALCO SPRAY MEN INVISIB DRY,12,2.61,PZ,999,23780,📦,12,,
8002410046281,0,DEO BOROTALCO SPRAY MEN PURO,12,2.61,PZ,999,25580,📦,12,,
8002410045598,0,DEO BOROTALCO SPRAY ORIGINALE,12,2.61,PZ,999,23764,📦,12,,
8002410046175,0,DEO BOROTALCO SPRAY PURO AZZ MARINA,12,2.61,PZ,999,25131,📦,12,,
8002410045697,0,DEO BOROTALCO SPRAY PURO CLASSICO,12,2.61,PZ,999,24018,📦,12,,
8002410046182,0,DEO BOROTALCO SPRAY PURO GRIGIO MUS,12,2.61,PZ,999,25132,📦,12,,
8002410045680,0,DEO BOROTALCO SPRAY ROSA INVIS,12,2.61,PZ,999,23771,📦,12,,
8002410045611,0,DEO BOROTALCO SPRAY SETA,12,2.61,PZ,999,23767,📦,12,,
8002410045666,0,DEO BOROTALCO SPRAY VERDE INVIS,12,2.61,PZ,999,23769,📦,12,,
80780403,0,DEO BOROTALCO STICK GRIGIO INVISIB,6,2.27,PZ,999,23772,📦,6,,
80845386,0,DEO BOROTALCO STICK ORIGINAL,6,2.27,PZ,999,2124,📦,6,,
80780427,0,DEO BOROTALCO VAPO GRIGIO INVIS,12,2.61,PZ,999,23773,📦,12,,
80895268,0,DEO BOROTALCO VAPO ORIGINAL,12,2.61,PZ,999,61,📦,12,,
4005808235551,0,DEO NIVEA CREMA DRY COMFORT 75,12,2.03,PZ,999,3231,📦,12,,
4005900388599,0,DEO NIVEA ROLL-ON B&W FRESH,6,2.03,PZ,999,12999,📦,6,,
4005900388636,0,DEO NIVEA ROLL-ON BLAC&WHITE 50ML,6,2.03,PZ,999,10082,📦,6,,
4006000175812,0,DEO NIVEA ROLL-ON DERMACONTR DEFEND,6,2.03,PZ,999,27506,📦,6,,
4006000175843,0,DEO NIVEA ROLL-ON DERMACONTR RESTOR,6,2.03,PZ,999,27505,📦,6,,
4005900388513,0,DEO NIVEA ROLL-ON DRY COMFORT 50,6,2.03,PZ,999,3717,📦,6,,
4005900488459,0,DEO NIVEA ROLL-ON DRY FRESH 88691,6,2.03,PZ,999,18110,📦,6,,
4005900388674,0,DEO NIVEA ROLL-ON FOR MEN B&WHITE,6,2.03,PZ,999,11491,📦,6,,
4005900388834,0,DEO NIVEA ROLL-ON FOR MEN COOL,6,2.03,PZ,999,4496,📦,6,,
4005900513069,0,DEO NIVEA ROLL-ON FOR MEN DEEP,6,2.03,PZ,999,18223,📦,6,,
4006000175744,0,DEO NIVEA ROLL-ON FOR MEN DERMC SEN,6,2.03,PZ,999,27507,📦,6,,
4005900485243,0,DEO NIVEA ROLL-ON FOR MEN DRY FRESH,6,2.03,PZ,999,18111,📦,6,,
4005900388490,0,DEO NIVEA ROLL-ON FOR MEN IMPACT,6,2.03,PZ,999,2202,📦,6,,
4005900730336,0,DEO NIVEA ROLL-ON FOR MEN ULT B&W,6,2.03,PZ,999,20412,📦,6,,
4005900639554,0,DEO NIVEA ROLL-ON FRESH NATURAL,6,2.03,PZ,999,26430,📦,6,,
4006000198514,0,DEO NIVEA ROLL-ON PEARL BEA BLACK,6,2.03,PZ,999,27508,📦,6,,
4005900389015,0,DEO NIVEA ROLL-ON PEARL BEAUTY,6,2.03,PZ,999,6433,📦,6,,
4005900388896,0,DEO NIVEA ROLL-ON PURE INVISIBLE,6,2.03,PZ,999,4547,📦,6,,
